"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y"
"1",1,0,0,3,0,0.757261459330846,-0.602533254832271,0.915885152604934,0.187322401174435,-0.341089907415758,1
"2",0,1,0,2,0,-0.868155678633193,-0.520084947038026,0.403402770842825,0.996779100619102,-1.6702865702537,1
"3",0,0,1,1,0,-0.199961847468604,0.856112167181452,-0.666144592862269,-1.59089111758912,-0.286142172173881,1
"4",0,1,0,1,2,-0.952146071174744,0.640829052538876,-0.144748728892681,1.63676191197408,1.32077129426115,1
"5",1,1,0,2,0,0.638853946297524,-0.234730661035084,-1.61558604321977,0.817880681834792,-0.931704740660097,1
"6",1,0,0,0,3,1.21413469254128,0.60996726109159,-0.546120753989602,0.0474117235865415,-0.36543507955985,0
"7",0,0,0,2,2,0.87788991814832,-0.543898437844557,0.81695651545752,-0.641014165809964,-1.28401559376648,1
"8",0,0,0,1,2,0.3464664120589,0.390655096345821,-0.795295083601534,-1.76562032793457,0.691708166593099,1
"9",0,1,0,2,3,1.16417428239124,0.959147563141944,2.28782077331636,1.49288669807039,0.750952685940511,0
"10",1,0,0,3,1,0.110443355370626,-0.954315909659222,0.770153155913506,-0.43378054962574,0.791323794983807,1
"11",0,1,0,3,3,-0.138721821418646,-0.32531584016894,-0.526893707080044,1.30799427698181,1.13568650156583,1
"12",1,0,1,0,3,0.83406324662569,1.21942049945105,0.456080387018454,0.605453548290247,-0.59185527317876,0
"13",0,1,1,1,0,-0.209866255161488,0.11833467669691,-0.975343843988816,0.954115994643081,2.11022832901618,1
"14",1,0,1,2,1,-2.95423655587234,1.2828970474068,-1.44201885516455,1.24609051691293,-0.831171945827051,1
"15",1,1,1,1,2,-1.21457119821592,0.909902510646462,0.0546160371411399,0.206636120032643,-0.139192532957429,1
"16",0,1,1,1,1,-0.809257969949524,-1.43242335331805,-0.34649552264688,-1.64964830702892,-0.356823937372552,1
"17",0,0,0,1,3,0.182773275799518,0.0231624996226222,0.614522306572498,-0.663852646888965,1.8321496427843,1
"18",0,1,1,2,0,0.315967483494993,-0.189249470231683,0.362429401257571,0.307443913386063,0.515963411665712,1
"19",1,1,0,3,3,-0.265590650450613,-0.892711566264342,-0.65925497963323,-0.297724752337153,0.883679904405415,1
"20",0,0,1,1,2,0.111806034579603,-0.357345936634219,-0.485517419697227,0.0332804753886098,-0.653452914450517,0
"21",1,1,1,0,0,-0.201774333132674,-0.71343192258335,-0.768184686243584,-0.29569476145045,0.369393543061347,1
"22",1,1,0,0,3,-0.420158581978339,-1.26658517366357,-1.3964414654316,0.0181583773412543,0.0839107877058081,0
"23",1,0,1,2,0,0.199888092415116,0.0699793070486991,-1.10156303998673,0.0113024507669831,0.345836190669361,1
"24",1,1,1,0,1,0.46111954019462,-0.306055847179037,0.803680687699034,1.94287422499052,-0.960166827852221,0
"25",0,1,0,3,1,-0.921364738829947,-0.0227432078967051,-0.770670011691835,0.451509187926678,1.01542673635484,1
"26",1,0,0,1,2,0.263109446448439,-0.293955710623823,-1.30846851601526,-1.96446141729076,0.138035890596767,0
"27",1,1,1,2,0,0.214499479661183,-0.5244688145958,0.0361873993638021,0.670207919605429,0.416376681832418,1
"28",1,0,1,3,2,-0.274550082570029,-1.24505086227972,0.42476469674263,2.45448832147106,0.330536348789767,1
"29",0,0,0,0,0,-0.968141879526239,0.276061905845679,-1.8798761895056,-1.0081010917487,0.200282929190732,0
"30",1,0,0,3,3,1.33370086609548,0.907260213174666,1.53816347176974,1.99693205384898,-0.357491091896033,1
"31",0,0,0,2,3,0.102476331370503,0.525535933208048,-1.24959355905079,-1.64553789594989,-1.58941251652612,0
"32",1,0,1,2,0,-0.258525463260355,-0.332552434931451,0.141548803420137,-0.618840053578526,1.64466770644076,1
"33",0,1,0,1,2,0.909903436015469,-0.207514285747731,-0.226878531579017,1.63028785054948,0.986608440620071,1
"34",0,1,0,1,1,0.865170914394737,-2.56681270680871,-0.0225009829505798,-0.32826873588738,-1.56217584251842,0
"35",0,1,1,0,0,-1.11560445210591,-0.0401715144147997,0.782877505528853,-0.639833995831008,-0.979961233573676,0
"36",0,1,0,2,3,1.5629790743144,-2.0078502512841,-1.38911595035266,1.82079376375837,-0.0800975414047667,1
"37",1,0,1,3,2,-0.159849239658495,0.0177191275133214,2.02788498775097,-1.38016144006071,0.517229771806758,1
"38",0,0,1,3,0,-0.546126446989939,-0.54111610695089,0.601624262944299,0.592263976179958,1.68315258383394,1
"39",0,0,1,0,3,0.0367123370899501,0.336972697022092,0.227086230780838,0.677775597459762,0.714613230583874,0
"40",1,0,1,3,1,-0.315867857664841,0.727859667135085,-2.37289653427295,-0.37275055949746,-0.270040090577523,1
"41",1,1,0,2,2,-0.147104751859698,1.18745189780532,-0.274653954703848,0.139446230516528,-0.246881939834307,1
"42",1,1,1,3,1,-0.164335517362731,-1.15238886709606,-1.19387954557156,-1.17613420184027,-0.221544703731704,1
"43",0,1,1,2,2,0.224814518475293,0.489035446056408,0.22991109293812,-1.53123099853191,-0.577073495245264,0
"44",1,0,1,2,2,1.45181058863297,0.329692540724655,-0.555156522581732,-0.183288489093202,-0.523170566460216,1
"45",1,1,1,1,1,0.715377816958383,1.18872899798875,0.816637135790468,0.111903915460441,-0.768265127486623,1
"46",1,1,0,2,2,-1.53273885815857,-0.57661458361438,-1.93027638596242,0.228531145692866,-1.39988740621407,0
"47",1,0,1,2,2,0.652636026555046,0.904723195517615,0.740547999568935,1.30407893697443,-0.694536062466328,1
"48",1,1,1,1,2,-1.019153076923,-0.0821264738516202,-0.182818994355613,1.0760909266951,0.40541396383363,1
"49",1,0,1,2,0,0.915418486533394,2.11735729207876,0.544784938132433,0.118983511633399,-0.0140662579368225,1
"50",1,0,0,3,0,-1.59344061697506,-1.06169079103553,-0.358072453712952,-0.259415354256519,-0.561619008241027,1
"51",0,1,1,0,3,-0.657770875600774,0.629659506247066,-0.995170032255923,0.846763624459344,-1.74739208594352,0
"52",1,0,0,1,1,-2.13966890024619,0.45254628702357,-1.44768725982248,-0.75215766459347,-1.62034927278305,1
"53",1,1,0,0,2,-1.56056309667211,-0.851879224819038,1.67982077868836,0.805383394078816,-2.26205540873225,0
"54",1,0,0,1,3,1.77424561879653,0.873161466825174,0.0691401017632805,-1.91977969557712,-0.12517408382957,0
"55",0,1,0,0,3,0.556020958219866,-0.256758339577113,-0.00550030250963142,-1.36193557355953,-0.0604738273245691,0
"56",1,1,0,0,2,-1.50762924878004,1.46575812476589,-1.87952465619496,0.301868142686858,0.943449976363278,0
"57",0,1,1,2,3,-0.899818930415049,-0.121801207385004,-0.406093838748767,1.35714149910521,-0.296626790730117,0
"58",0,1,1,0,3,0.800708724335566,-1.53327348222611,0.126318657407136,0.302540482181755,0.36216631377121,0
"59",0,0,1,1,3,-1.70281156955979,0.00871332745713273,0.952828493444617,-0.071092662266172,1.71864850548685,1
"60",0,1,0,2,1,0.579861730142353,-1.26048690589643,-0.227588542847122,0.0931063068452483,-1.10183316334336,1
"61",0,1,1,1,2,-0.636741398334701,0.501765425696976,1.35259437482335,-0.0478885390727925,-1.1169092181976,0
"62",0,1,0,1,3,-0.251306487518249,1.27712776246917,1.10058909601384,1.56052735117543,0.0776632726177019,0
"63",0,1,1,3,0,-0.80128384894957,0.652918793281825,-0.078726471256303,-0.797506589649786,-0.328745747973348,1
"64",0,1,0,0,3,-1.74050511399447,-0.936679557746518,-1.20512020561601,-0.485592072284452,0.319690188163804,0
"65",0,0,0,1,0,-0.856841805653692,-0.035629634254203,-0.0242942060056375,0.43562790801976,-0.650996311950733,1
"66",1,0,1,2,1,-0.0842235241124292,0.0550861370110584,-1.22165021397972,0.712581379231079,0.641779209176669,1
"67",1,0,0,1,0,0.80559245688831,0.210536869168942,0.556862655245518,1.04981051325573,-0.202937898152084,1
"68",1,1,0,2,2,0.526850784646828,-1.19923552757302,0.214331072773253,-0.0796013867790125,0.810934954444091,1
"69",1,0,0,3,1,0.063141522574625,0.408125851656046,1.20198953957759,-1.72537313504136,1.13106797463101,1
"70",0,1,1,3,0,-1.06673080735778,-0.116483624441888,0.935930165842395,-0.392273978786354,-0.14659316053925,1
"71",0,0,1,2,0,0.561429044332984,1.16952693398184,1.11281366576661,-0.46095979362178,0.624858237252513,1
"72",1,0,0,2,3,0.887195581837654,-1.38073468782473,-0.380762392506994,-0.147502213162789,0.790734515425595,1
"73",1,1,0,0,3,0.381499305446455,-1.77694723801227,-0.979593550875042,-0.226020286067043,0.458456810783149,0
"74",0,0,1,0,1,0.88174996111174,-0.227965104117119,0.642835913319067,-1.53749059384056,0.625653455560632,0
"75",0,1,0,0,0,-0.451224951496059,0.668712213846023,-0.886002115611024,-0.737139124532729,-0.581713747275487,1
"76",1,0,0,2,1,-0.218624914958319,-1.05260804067764,1.0308381411692,0.551063326701481,0.358148054459766,1
"77",1,1,1,2,2,0.950424468727827,0.136350253511572,0.0353894903828689,0.350975257230195,0.0436741991069351,1
"78",1,0,1,3,1,0.189382730167263,1.31755779982206,1.12588727333792,1.59968140934948,-0.889320866427826,1
"79",1,0,1,1,2,-0.635023056373079,-1.33322128134675,-0.644034254418891,-0.207423739916148,-0.0608707770977146,0
"80",1,0,1,3,1,-0.0624889005192208,0.00878950046482916,-0.252139194335084,0.126464748533369,2.45263756251133,1
"81",0,1,1,3,2,0.69854329236455,-1.38846624861395,-0.729348937829882,-1.20188489546996,0.897379731200984,1
"82",0,0,1,3,2,-1.02910288786699,0.255021183443054,-0.0599245199089187,-0.199974986183737,-0.894623350151671,1
"83",0,1,1,0,3,-0.0811442191025156,-0.366775996275047,-1.34328661741907,-0.211016810542041,-0.169532609278076,0
"84",1,0,0,2,3,1.02731744435078,0.043763474223017,0.898356544077421,1.79620125277376,-0.116060131606914,1
"85",1,1,0,0,1,0.944926823075336,-0.374835255033093,-1.96080744492035,0.0589200691707299,0.549817995363899,1
